63.03,35.49,50.12,-54,5,-18,-45,-21,10,60.07,62.01,58.8,-50,-2,-22,-44,-23,10
72.07,39.31,46.65,-70,nan,12,-48,-21,7,61.26,67.92,51.13,-54,22,66,-32,-22,6
73.32,38.98,47.84,-46,-6,-25,-44,-40,15,60.22,71.48,53.5,-32,-8,2,-39,-31,13
76.81,39.99,56.1,-49,-7,-20,-45,-40,15,65.33,65.84,57.04,-38,-9,15,-40,-30,13
76.73,40.31,54.65,-45,1,31,-39,-38,13,67.52,64.36,62.55,-36,-8,48,-36,-29,12
73.87,41.59,64.85,-40,15,14,-40,-38,12,69.32,66.91,67.08,-35,-6,45,-36,-30,12
74.45,42.68,70.92,-77,-86,59,-57,-74,20,64.43,71.21,70.43,-37,-3,40,-37,-31,12
74.77,38.82,50.67,-45,8,70,-32,-7,3,57.03,67.99,53.83,-41,-4,30,-32,-13,7
74.45,42.68,70.92,-62,-5,29,-38,-5,2,74.45,42.68,70.92,-48,23,47,-31,-7,4
74.77,38.82,50.67,-48,-12,-45,-45,-38,15,74.77,38.82,50.67,-40,-18,-46,-46,-30,14
80.57,44.67,53.7,-42,-2,-13,-40,-36,14,66.81,70.2,48.75,-32,-5,29,-34,-27,12
86.61,46.09,55.6,-42,-4,9,-38,-35,13,69.76,77.85,55.55,-39,-12,-18,-42,-28,13
87.58,47.54,61.89,-40,-3,5,-40,-35,12,75.09,83.29,66.39,-36,-7,-8,-40,-29,12
76.65,45.87,61.48,-39,-7,10,-39,-33,11,73.6,71.21,76.43,-35,-4,8,-38,-30,12
